V1	V8	V9	V10	Q46	Q51	Q57	Q1	Q42	Q2_1	Q2_2	Q2_3	Q2_4	Q36_1	Q36_2	Q36_3	Q36_4	Q59_1	Q59_2	Q60_1	Q60_2	Q56	Q37_1	Q37_2	Q37_3	Q37_4	Q38	Q40	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q53	Q54	Q55	Q43	Q42.0	Q43.0	Q13_1	Q13_2	Q13_3	Q13_4	Q13_5	Q13_6	Q13_7	Q13_8	Q13_9	Q13_10	Q13_11	Q13_12	Q13_13	Q13_14	Q13_15	Q50	Q29	Q30	Q52_1	Q52_2	Q19	Q14	Q15	Q16	Q17	Q17_TEXT	Q18	Q3	Q20	Q21	Q22	Q23	Q24	Q25	Q26	Q27	Q28	Q33	Q39	Q44	Q34	Q41	Q35
R_07iqAEhY1d40dut	4-18-2016__3:47:46_PM	4-18-2016__3:52:22_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	NA	3	NA	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	3	2	4	5	4	3	4	4	3	2	3	2	2	3	3	NA	1	NA	3	3	1	1	5	2	4	NA	12	8	1	3	1	1	1	Department of Biological Sciences	2	3	NA	NA	NA	NA	NA	NA	NA
R_31iRHGBfYT1I4Iu	4-5-2016__2:22:59_PM	4-5-2016__2:46:15_PM	1	1	1	1	2	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	2	1	Lack of faculty professional development in genomics/bioinformatics content and use of associated technologies (especially computational skills); lack of faculty recognition about the importance of genomics/bioinformatics across biology curriculum	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	4	4	4	4	3	4	4	4	3	4	3	3	3	3	NA	1	"Lack of expertise in using most of the above programs.  Current curriculum uses BLAST, KEGG, NCBI database in student activities."	3	4	1	1	5	2	4	NA	32	3	1	3	1	2	1	Department of Biology	2	3	"BIOL 1402, Biology for Majors I.  The purpose of this course is to prepare students in concepts of cellular biology. Topics examined are: macromolecules, cell structure and function, membrane structure and function, cellular respiration, photosynthesis, cll cycle, mitosis, meiosis, Mendelian genetics, chromosomes, DNA structure and function, transcription and translation."	Lack of faculty expertise in the rapidly changing disciplines of genomics/bioinformatics and related technologies; lack of choice of curricula that can be successfully implemented in introductory or advanced courses.	NA	NA	NA	NA	"We dont have a dedicated course in bioinformatics.  Not all sections of the Biology of Majors I course incorporates genomics/bioinformatics activities because not all faculty have any experience in the content/technologies.  The activities currently in ue are in their beta version, and would prefer to share them after assessments/revisions."
R_4HPWBwVQ8uHQQm1	4-25-2016__11:16:04_PM	4-25-2016__11:22:29_PM	1	1	1	2	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	1	1	NA	2	NA	3	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	NA	2	NA	2	1	1	1	2	2	4	NA	23	2	1	1	1	3	3	Department of Biology	2	5	NA	NA	NA	NA	NA	NA	NA
R_3WQZ0tpq8KS9gfX	4-19-2016__9:51:17_AM	4-19-2016__10:01:28_AM	1	1	1	2	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	3	NA	NA	NA	NA	NA	NA	1	2	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	2	2	1	5	5	6	6	4	6	6	6	6	6	6	6	no	2	NA	6	5	1	2	5	2	2	NA	37	3	1	1	1	3	3	Biology	1	5	"Genetics OMIM, Flybase, Blast, Gene, nucleotide, Uniprot map viewersAnatomy and Physiology (just a taste, OMIM, Gene, nucleotide, Uniprot map viewer and Blast) PS. Learned most of this through Cold Springs Harbor"	"at the community college level, we are encouraged to pass 70% of our students. We are also using a lot of adjuncts. There is a problem with grade inflation and a lack of rigor. Simple bioinformatics requires a type of systematic thinking that is not taugh well at the K-12 anymore."	NA	NA	NA	NA	In A&P I set up scavenger hunts where the students use the various databases to find out about genes and genetic diseases.
R_9nO2PTBICDkUHnn	4-18-2016__4:23:04_PM	4-18-2016__4:34:53_PM	1	1	1	2	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	NA	1	NA	1	4	1	2	5	2	2	NA	15	1	1	1	1	3	3	Dept. of Natural Sciences	1	5	NA	NA	NA	NA	NA	NA	NA
R_1hyxCr3iOVEFTdF	4-6-2016__9:36:08_PM	4-6-2016__9:43:50_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	access to good exercises	3	NA	1	We lack some faculty expertise	2	NA	2	NA	NA	NA	NA	NA	NA	1	3	3	4	4	5	3	4	4	4	3	3	3	2	3	4	NA	1	"computer labs are few, Macs & LINUX are not supported or available, no high performance systems available."	2	4	1	2	5	2	4	NA	28	3	1	2	1	1	1	Biology Dept.	1	3	NA	Lack of training	NA	NA	NA	NA	NA
R_d1liuZ8qJfCrRfn	4-7-2016__3:31:46_PM	4-7-2016__3:36:36_PM	1	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	5	1	4	NA	13	2	1	1	1	3	3	Biology Department	2	3	NA	NA	NA	NA	NA	NA	NA
R_3rSwZRmh83NDQ0b	4-7-2016__3:29:00_PM	4-7-2016__3:35:52_PM	1	1	1	2	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	2	NA	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	4	5	5	3	4	5	5	5	5	5	4	2	3	2	NA	1	NA	3	4	1	1	2	2	2	NA	10	4	1	2	2	3	3	Department of biology	2	4	NA	NA	NA	NA	NA	NA	NA
R_2gFrl4rJyCj2ozn	5-3-2016__10:42:54_PM	5-3-2016__10:49:04_PM	1	1	1	1	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	http://www.uh.edu/technology/programs/minors/engineering-technology/bioinformatics-in-biotechnology-and-biomedical-sciences/	2	NA	NA	NA	NA	NA	NA	1	5	5	5	5	5	4	3	4	4	3	4	4	3	4	4	NA	NA	NA	4	5	1	1	5	2	4	NA	9	8	1	4	1	3	3	Department of Biology and Biochemistry	5	4	NA	Getting them to take courses in programming and statistics.	NA	NA	NA	Programming and statistics.	NA
R_5dbuhEBjVuNAPIh	4-18-2016__2:53:01_PM	4-18-2016__3:13:11_PM	1	1	1	2	2	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	NA	NA	NA	NA	NA	NA	2	1	An evolution course is not required as part of our core curriculum. Two year programs are difficult to add additional courses to.	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	4	4	5	5	4	6	4	4	4	6	4	6	4	5	NA	1	We have limited access to computers in the teaching environment as rooms are currently assigned but this is only a temporary setback.	6	5	1	2	5	2	4	NA	11	8	1	1	1	3	3	Department of Biology	6	5	"BIOL 2416 Genetics, Dept. of Biology sThis course is an integration of a lecture and a laboratory with a corresponding textbook and online manual. Seminal concepts of heredity, the molecular nature of the genetic material, the ways in which genes controllife functions, and the distribution and behavior of genes in populations will be covered throughout.  Biotechnical approaches will be discussed in theory and applied in practice. BIOL 1407, BiologysSecond portion of Freshman Biology for major. Coversunits on evolutionary theory, population genetics, phylogenetics, biodiversity, ecology, animal form and function, and organ systems."	Integrating it into the course with an already huge amount of required material.	NA	NA	NA	NA	NA
R_eR2FpizTiBDkCQl	4-7-2016__3:18:09_PM	4-7-2016__3:26:58_PM	1	1	1	2	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	1	1	1	I teach biology and bioinformatics in not included in the course. Most of the time I follow  what is in the biology book	3	NA	3	NA	3	NA	3	NA	NA	NA	NA	NA	NA	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	NA	2	NA	5	5	1	1	3	2	4	NA	3	8	1	1	1	4	4	Biology	7	6	NA	NA	NA	NA	NA	NA	NA
R_7VzSmbhKN9IIfYN	4-7-2016__1:54:14_PM	4-7-2016__2:02:00_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	3	NA	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	5	5	3	3	3	3	3	3	3	3	3	4	5	4	NA	2	NA	4	5	1	2	5	2	4	NA	4	8	1	2	3	2	2	Biological Sciences	2	6	NA	NA	NA	NA	NA	NA	NA
R_6SukGT8IFKGQpeJ	4-18-2016__3:50:43_PM	4-18-2016__4:25:31_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	Our limitation is that several courses need to be modified to introduce bioinformatics since it would consume too much time to offer introductory material in my current course.	2	NA	1	The lack of computer facilities and software for the students to use is one of our limitions.	2	NA	2	NA	NA	NA	NA	NA	NA	1	3	4	5	5	5	5	4	5	3	3	4	4	1	5	2	NA	1	NA	1	4	1	2	5	2	4	NA	5	3	1	3	1	2	1	Department of Biological and Environmental Sciences	2	3	NA	NA	NA	NA	NA	NA	NA
R_benBzG758rf3IIB	4-25-2016__11:07:40_AM	4-25-2016__11:13:02_AM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	Time and amount of content needed to be covered.	3	NA	1	NA	3	NA	3	NA	NA	NA	NA	NA	NA	1	3	3	5	5	4	3	3	3	3	3	3	3	2	2	2	NA	2	NA	1	5	1	2	5	2	4	NA	15	2	1	4	3	3	3	Dept Biology & Biochemistry	4	5	NA	time v. material	NA	NA	NA	NA	NA
R_3z3HVP6w2pWsEfj	4-28-2016__11:58:50_AM	4-28-2016__12:00:32_PM	1	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	5	2	3	NA	11	8	1	1	1	2	2	Biology	7	6	NA	NA	NA	NA	NA	NA	NA
R_1TbXqJ4jdxvGRGR	4-25-2016__1:11:19_PM	4-25-2016__1:19:27_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	Internet Access	3	NA	1	The biggest barrier would be the technology offered in the building that the sciences are taught.	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	Coding i.g. BioPerl	1	There is a lack of computer labs and internet access in the Science building.	5	5	1	1	3	2	4	NA	3	8	1	2	1	1	1	Department of STEM - Biology	1	3	NA	Technology	NA	NA	NA	NA	NA
R_0TD13tN61S8itU1	4-18-2016__3:08:24_PM	4-18-2016__3:41:39_PM	1	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	3	2	4	NA	41	1	1	2	1	1	1	Department of Naatural Sciences	2	3	NA	NA	NA	NA	NA	NA	NA
R_01yVWCWnt03ZgBT	4-7-2016__12:49:29_PM	4-7-2016__1:06:57_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	Limitations to my own knowledge/proficiency; limited computer lab availability;  lack of available off-the shelf teaching resources that I could use.	2	NA	1	Please see above comments	1	"Computer_Science_majors_have_been_able_to_choose_a_specialization_in_Bioinformatics,_but_I_am_not_sure_that_this_is_still_offered.__(Department_of_Computer_Science,_University_of_New_Orleans)"	2	NA	NA	NA	NA	NA	NA	1	4	4	4	5	5	3	3	4	4	3	3	2	3	5	3	NA	1	"lab availability, especially for courses that enroll large numbers of students"	5	5	1	1	5	2	4	NA	37	2	1	4	1	2	2	Department of Biological Sciences	2	4	NA	"I dont do this myself, but there are problems with course accessibility because of prerequisites.  Our Biology students who would like to take a Bioinformatics course cant do that unless they have at least one programming/software design course. They hae trouble fitting that in to an already-crowded curriculum. sThe Computer Sciences majors often cant take relevant Biology courses (e.g., Genetics) because of departmental course prereqs. They also have a very crowded curriculum."	NA	NA	NA	NA	NA
R_4ZmSdGrNhKekLD7	4-25-2016__11:34:15_AM	4-25-2016__11:50:45_AM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	The current course that I am teaching does not focus on bioinformatics but I will teach such a course next semester.	1	NA	1	NA	2	NA	1	Its a concentration for computer science students	NA	NA	NA	NA	NA	1	4	4	4	5	5	3	3	3	3	3	3	3	4	3	3	NA	1	access to high performance computing	4	4	1	2	6	3	4	NA	9	2	1	4	1	2	2	Biological Sciences	2	3	NA	Lack of the appropriate skills; absence of computers of sufficient CPU power and memory	NA	NA	NA	NA	NA
R_bDUc3LIKVbvYdlX	4-25-2016__11:54:07_AM	4-25-2016__12:02:54_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	"time constraints, different focus of lecture content"	2	NA	1	Institutional inertia is a problem. New disciplines are difficult to establish and bioinformatics is one of them.	2	NA	3	NA	NA	NA	NA	NA	NA	1	4	5	5	3	2	3	2	3	2	2	4	4	5	4	3	NA	2	NA	4	5	1	2	5	2	4	NA	35	2	1	4	3	3	3	Department of Biology	3	4	NA	"lack of mathematics training and ability to apply logical, deductive concepts"	NA	NA	NA	NA	NA
R_dndg51fo6tZG6sR	4-8-2016__3:09:56_PM	4-8-2016__3:18:20_PM	1	1	1	2	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	Time necessary to include all other required content prevents inclusion of other accessory information like bioinformatics.	1	NA	2	NA	1	NA	2	NA	NA	NA	NA	NA	NA	1	4	3	4	3	3	2	2	2	2	2	2	2	2	3	2	NA	2	NA	2	4	1	2	5	2	4	NA	1	4	1	1	3	3	3	Department of Biology	4	4	NA	Access to computation tools and professors to adequately teach the subject.	NA	NA	NA	NA	NA
R_3scuLcLoOtEmE0B	4-18-2016__3:14:32_PM	4-18-2016__3:18:25_PM	1	1	1	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	NA	NA	NA	NA	NA	NA	2	1	NA	3	NA	3	NA	NA	NA	NA	NA	NA	1	5	5	3	5	5	3	3	2	2	2	2	3	3	3	3	NA	1	NA	3	4	1	3	2	2	4	NA	12	7	1	5	3	3	3	Natural science	4	5	NA	NA	NA	NA	NA	NA	NA
R_bOsw6Qbojej7hC5	4-14-2016__11:18:09_AM	4-14-2016__11:27:37_AM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	Access to software; Cost for using bioinformatics software; training on incorporating bioinformatics into courses where students have no programming experience and their computer skills are elementary	1	NA	1	There are bioinformatics courses but mostly just a small number of comp. sci. and BINF majors take the courses. The majority of STEM majors are BIOL majors and they do not take BINF courses and bioinformatics is not incorporated into our majors Biology corses.	1	"Bioinformatics_major_within_the_Dept._Biological_Sciences,_run_by_Dr._Charles_Hauser:_https://www.stedwards.edu/undergraduate/bioinformatics"	1	https://www.stedwards.edu/undergraduate/bioinformatics	NA	NA	NA	NA	NA	1	4	4	5	5	5	4	4	4	4	4	5	5	5	5	5	NA	1	These resources are reserved for comp. sci. and BINF students and there is not capacity for BIOL students to use these resources. There are so many more BIOL students.	5	5	1	1	5	2	4	NA	4	8	1	5	1	2	1	Dept. Biological Sciences	1	3	NA	Faculty do not necessarily have the training and/or resources to incorporate cutting edge activities and skills into the curriculum. Our curricula are often 10 years behind the current advances in science especially when it comes to molecular biology and ioinformatics .	NA	NA	NA	NA	NA
R_0eszArIokUchJDn	4-18-2016__10:06:05_PM	4-20-2016__10:25:57_AM	1	1	1	1	1	1	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	2	1	"Lack of institutional support for program with few majorssLack of interdisciplinary initiatives - stovepipe mentality, competition for resources, majorssFailure to support grant-funded programssFailure to support infrastructure: servers purchased w/ grnt funds no longer maintained by system-admin - responsibility falls on programsFailure to support mechanisms to identify viable options for cloud-based computing resources to support major and research projectssUnrealistic expectations for research, pulications, grant activities given current teaching load"	1	"In_theory_one_is_available,_but_in_reality_not.sGiven_required_curriculum,_and_disallowing_double-counting_of_courses,_students_are_unable_to_obtain_minor_-_problem!"	1	"Biological Sciences Department, Bioinformatics Programshttps://www.stedwards.edu/undergraduate/bioinformatics"	NA	NA	NA	NA	NA	1	4	4	5	5	5	4	3	4	3	3	3	3	3	3	4	"I am not a fan of canned programs where students enter data and hit run, or use of Excel in data analysissThey are better prepared if they learn to use real tools that improve quantitative literacy:sinteract with unix systemsR for statssPython forcoding"	1	"Noted abovesIn the past the program had access to servers maintained by the computer science dept.  In a cost-saving move, they have moved their operation to a cloud based platform, that works for learning python, java etc but does not support data analyes.sMy current servers are in year 2 of their 3 -5yr life, and 1 has just suffered a drive failure - no support!sThe onus is on the program to find affordable cloud-based computing that can handle small-large data sets."	5	5	1	2	5	2	4	NA	28	2	1	3	1	1	1	"Department Biological Sciences, Bioinformatics Program"	1	3	"BINF 1101 Intro to BioinformaticssBioinformatics employs mathematical, statistical and computational methods to process large amounts of biologically derived information. This course will introduce the major sub-disciplines and technologies of bioinformaics such as genomics, proteomics, comparative genomics, structural genomics, phylogenomics, large-scale ecological and evolutionary studies and DNA microarrays. BINF 3322 BiostatisticssAn introduction to statistical methods and their application to bilogy. Topics include multiple regression, 2-way ANOVA, non-parametric tests, experimental design, Markov chains and Hidden Markov models. Biological examples will be emphasized throughout. Same as MATH 3322. Prerequisites: MATH 3320, BIOL 1307, BIOL 1107,BIOL 1308 and BIOL 1108. Spring, offered on sufficient demand.  BINF 3325 Biological ProgrammingsTaught in the context of biological research, this course introduces students to the principles and tools necessary to manipulate and analyze biological dta. With an emphasis on data acquisition and analysis, topics may include computational techniques used in the study of genomes and proteomes, ecological data analysis and mathematical modeling of biological systems. Prerequisite: BIOL 2334 or COSC 2325. pring. BINF 3338 Numerical and Scientific MethodssA survey of standard techniques used to solve numerical and other science-based problems. Topics include roots of equations, systems of linear equations, curve fitting, numerical integration and differntiation, error analysis, number representation, and data visualization. Problems will be solved using programs written in appropriate languages and operating systems. Same as COSC 3338, MATH 3338 and PHYS 3338. Prerequisites: MATH 2314, COSC 1123 and COS 1323. Offered on sufficient demand.  BINF 3411 Genomics, ProteomicssAn introductory course whose purpose is to provide a basic understanding of the science of genomics (i.e., the study of genome data). A"	"Biology Students have a phobia of anything computational - poorly prepared as HS studentssConversely, computer science and math students have relatively low interest in biological sciences -  they have been exposed to the descriptive /memorize versions o biology.sTurf, stove-pipe mentality: moving faculty and administrators away from protecting departments to serving studentssFinding time, courses in standard biology curriculum to integrate computational competencies.Many opportunities exist, but must e balanced with content required of course (learning outcomes)"	NA	0	NA	NA	NA
R_8GoDjfQ4xYYviDP	4-18-2016__3:22:05_PM	4-18-2016__3:27:53_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	"Time, expertise, way to make it applied to topic"	2	NA	3	NA	2	NA	1	Bioinformatics	NA	NA	NA	NA	NA	1	5	3	4	4	4	4	3	4	NA	4	4	4	2	4	3	NA	1	enough computer classrooms and associated resources	3	5	1	1	5	2	4	NA	14	3	1	3	1	2	1	Biological Sciences	1	3	NA	Incoming level of math competency!	NA	NA	NA	NA	NA
R_6QA6W8VFijHPrX7	4-11-2016__12:15:36_AM	4-11-2016__1:03:45_AM	1	1	1	1	2	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	1	adequate computers; adequate availability of computer labs for courses	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	3	5	5	5	4	5	5	5	3	3	4	2	3	3	understanding of data standards and the curation process	1	"We have old inadequate computers in most of our computer labs. The good computer labs we have are often booked, so it is difficult to meet there. Installing and maintaining bioinformatics software is so slow and laborious through IT that we often rely o personal student laptops. (Thank goodness for web-based tools.)"	2	5	1	1	NA	1	4	NA	12	3	1	2	1	1	1	Natural Science	1	2	Genetics - Natural Science Cell and Molecular Biology - Natural Science Molecular Immunology - Natural Science	Coherent sequential curriculum that does not require dedicated Bioinformatics courses.	NA	NA	NA	NA	NA
R_e2GoJPwoQh5UPdj	4-7-2016__1:13:01_PM	4-7-2016__1:26:07_PM	1	1	1	2	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	1	NA	NA	Time--what content to leave out to include bioinformatics content; also curriculum development time and compensation	1	NA	1	Faculty inertia; need to teach course descriptions and common course objectives that do not necessarily include bioinformatics	3	NA	2	NA	NA	NA	NA	NA	NA	1	4	3	3	4	4	3	3	4	4	2	2	2	2	4	3	NA	1	"Access to high performance computing for teaching, IT support for software packages"	3	5	1	1	5	2	2	NA	24	2	1	1	1	3	3	Department of Biology	4	6	NA	"At a two-year institution that serves a lot of health-science programs, a big challenge is getting attention for general biology classes and making them up-to-date.  A combination of lack of attention from the administration together with faculty inertia,especially among older full-time faculty who tend to squash ideas from younger faculty, prevent including many recent innovations in biology, including bioinformatics.  A lack of training of all faculty in bioinformatics may also be part of the problem.  lus, I think we underestimate our students ability to understand these techniques."	NA	NA	NA	NA	NA
R_2fUwGcTGwfr8T4h	4-7-2016__3:10:14_PM	4-7-2016__3:31:49_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1. lack of proficiency on my part. 2. it is specifically taught in other courses.	1	NA	1	Not a requirement for most Bio majors.	3	NA	3	NA	NA	NA	NA	NA	NA	1	5	4	4	4	4	4	4	4	4	3	2	2	1	4	3	NA	2	NA	3	4	1	2	5	2	4	NA	24	2	1	4	3	3	3	Molecular Biosciences	6	4	NA	NA	NA	NA	NA	NA	NA
R_3O3o0x2FBTLkk9p	5-4-2016__8:54:30_AM	5-4-2016__9:07:38_AM	1	1	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	"3 hour short courses, 4-6 day boot camps, weekly open coding hour, weekly 1 hour tutorials"	"graduate students, postdocs, faculty"	"statistics, project organization"	have or will have research problems they need to solve	1	4	4	4	2	2	2	2	2	2	2	2	2	4	4	5	NA	NA	NA	5	5	1	1	5	2	3	NA	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_cATDcz2CLqZkemV	4-7-2016__10:14:06_AM	4-7-2016__10:19:06_AM	1	1	1	1	2	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	2	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	2	3	4	2	4	2	4	2	6	3	3	2	2	2	NA	1	If we were to delve deeply into bioinformatics there might be hurdles in getting appropriate software running on sufficiently capable computers. Not insurmountable.	2	5	1	2	6	3	4	NA	20	3	1	2	3	1	1	Biology	1	3	NA	NA	NA	NA	NA	NA	NA
R_6YfwFGUeLtgDptz	4-23-2016__2:37:21_PM	4-23-2016__2:43:56_PM	1	1	1	2	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	1	NA	NA	Not in the course objectives.	3	NA	1	NA	3	NA	3	NA	NA	NA	NA	NA	NA	1	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	NA	1	NA	4	4	1	2	5	2	4	NA	36	1	1	1	3	3	3	Biology Department	4	4	NA	NA	NA	NA	NA	NA	NA
R_3VF6OSNa4OpEs3X	4-7-2016__10:13:27_AM	4-7-2016__10:27:40_AM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	"Time and expertise.  I feel I have to cover a lot of other material and/or reteach concepts before I can cover bioinformatics.  As bioinformatics was not something I learned about as an undergrad or graduate student, I have to teach myself first before I eel comfortable teaching someone else.  I am picking up programming and statistics courses to do this."	2	NA	1	Students have fear or math and programming that killed my departments first attempt at this.  No one wanted to take the classes.  I think that integrating bioinformatics concepts in traditional biology curricula first would make offering a course like ths more appealing.	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	3	4	3	2	3	3	3	3	3	2	1	3	2	2	NA	1	Territorial behavior among disciplines....math and business types make access to teaching labs with computers impossible.  I do not think that IT folks here understand high performance computing needs for faculty or students interested in bioinformatics; T here is more concerned with online learning and Microsoft Office applications.	3	5	1	2	5	2	4	NA	19	2	1	2	3	2	2	"Biology, Microbiology, and Veterinary Technology --- please do not laugh....it makes me cry"	2	3	NA	"Training of faculty and motivation of students.  A lot of deadwood faculty are not keeping up with the times and students do not know enough to know what they are missing.  Plus, many introductory textbooks are doing a disservice about introducing bioinfomatics concepts.  I wish I had access to more workshops related to teaching bioinformatics....seems like most are devoted to learning techniques."	NA	NA	NA	NA	NA
R_3ecC98IQjPV5RQt	4-8-2016__3:41:20_PM	4-8-2016__3:52:26_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	"I plan to design a new course specific to bioinformatics skills, but currently teach a large lecture-based evolution course."	1	NA	1	"The main current barrier is time. Those faculty who would like to teach these courses have not yet been tenured, and so are discouraged from taking the time to develop an entirely new course. This should change soon."	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	5	5	4	4	3	3	3	3	3	3	3	5	5	5	Phylogenetic analysis is a crucial competency that is often overlooked in traditional bioinformatics curricula. It is essential. Nothing in comparative biology can be done without considering and inferring phylogenies.	2	NA	4	5	1	2	5	2	4	NA	8	9	1	4	2	3	3	Department of Biological Sciences	6	5	NA	"I have found it difficult to convince biology students that math and computing are important to learning about biology and being able to critically conduct and evaluate biological research. Also, many faculty who are the most qualified to teach courses inbioinformatics are young and still early in their careers."	NA	NA	NA	NA	NA
